Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
RNAewa_LIGfilip-balloon_mol1047	mol1047	0	-38.711895	-36.609268	-2.102626	7.371694
RNAewa_LIGfilip-balloon_mol1048	mol1048	0	-39.510910	-36.749912	-2.760997	5.131393
RNAewa_LIGfilip-balloon_mol1049	mol1049	0	-29.121370	-26.390358	-2.731013	4.208913
RNAewa_LIGfilip-balloon_mol1050	mol1050	0	-31.464613	-30.343374	-1.121239	5.999136
RNAewa_LIGfilip-balloon_mol1051	mol1051	0	-32.076412	-31.654823	-0.421589	7.388700
RNAewa_LIGfilip-balloon_mol1052	mol1052	0	-34.356293	-32.525742	-1.830551	6.035442
RNAewa_LIGfilip-balloon_mol1053	mol1053	0	-33.497810	-32.719967	-0.777845	15.025770
RNAewa_LIGfilip-balloon_mol1054	mol1054	0	-33.824181	-32.685040	-1.139143	3.647526
RNAewa_LIGfilip-balloon_mol1055	mol1055	0	-32.517654	-32.291290	-0.226363	15.200167
RNAewa_LIGfilip-balloon_mol1056	mol1056	0	-31.358662	-30.518505	-0.840157	8.955753
RNAewa_LIGfilip-balloon_mol1057	mol1057	0	-29.365454	-26.265295	-3.100158	1.694628
RNAewa_LIGfilip-balloon_mol1058	mol1058	0	-38.929688	-38.291828	-0.637859	7.629481
RNAewa_LIGfilip-balloon_mol1059	mol1059	0	-24.462229	-24.341166	-0.121063	9.596401
RNAewa_LIGfilip-balloon_mol1060	mol1060	0	-44.730362	-43.150776	-1.579585	18.176962
RNAewa_LIGfilip-balloon_mol1061	mol1061	0	-36.012966	-34.879665	-1.133300	13.634760
RNAewa_LIGfilip-balloon_mol1062	mol1062	0	-36.214165	-33.100319	-3.113847	3.736824
RNAewa_LIGfilip-balloon_mol1063	mol1063	0	-28.624893	-27.192017	-1.432876	4.355236
RNAewa_LIGfilip-balloon_mol1064	mol1064	0	-34.274120	-32.257225	-2.016897	21.261377
RNAewa_LIGfilip-balloon_mol1065	mol1065	0	-27.059774	-25.932962	-1.126812	3.762343
RNAewa_LIGfilip-balloon_mol1066	mol1066	0				
RNAewa_LIGfilip-balloon_mol1067	mol1067	0	-38.500423	-37.415501	-1.084923	23.693283
RNAewa_LIGfilip-balloon_mol1068	mol1068	0	-31.047066	-29.966772	-1.080293	9.383363
RNAewa_LIGfilip-balloon_mol1069	mol1069	0	-33.732925	-32.237953	-1.494970	6.415146
RNAewa_LIGfilip-balloon_mol1070	mol1070	0	-37.445484	-36.355835	-1.089651	4.550151
RNAewa_LIGfilip-balloon_mol1071	mol1071	0	-31.297689	-31.259529	-0.038160	3.226326
RNAewa_LIGfilip-balloon_mol1072	mol1072	0	-39.551823	-36.955795	-2.596028	2.208718
RNAewa_LIGfilip-balloon_mol1073	mol1073	0	-45.172344	-41.967361	-3.204984	2.944442
RNAewa_LIGfilip-balloon_mol1074	mol1074	0	-29.693432	-27.510975	-2.182457	6.392178
RNAewa_LIGfilip-balloon_mol1075	mol1075	0	-34.598480	-34.267818	-0.330660	3.714459
RNAewa_LIGfilip-balloon_mol1076	mol1076	0	-38.654980	-35.988693	-2.666286	4.023608
RNAewa_LIGfilip-balloon_mol1077	mol1077	0	-37.915409	-36.730270	-1.185139	7.619377
RNAewa_LIGfilip-balloon_mol1078	mol1078	0	-33.798534	-32.784279	-1.014256	6.196288
RNAewa_LIGfilip-balloon_mol1079	mol1079	0	-50.352757	-49.515884	-0.836872	6.917137
RNAewa_LIGfilip-balloon_mol1080	mol1080	0	-49.137527	-46.771393	-2.366136	15.398637
RNAewa_LIGfilip-balloon_mol1081	mol1081	0	-36.420502	-36.313141	-0.107362	9.416584
RNAewa_LIGfilip-balloon_mol1082	mol1082	0	-36.838764	-35.302242	-1.536523	8.213410
RNAewa_LIGfilip-balloon_mol1083	mol1083	0	-36.037460	-34.429592	-1.607868	4.797631
RNAewa_LIGfilip-balloon_mol1084	mol1084	0	-39.594105	-35.026310	-4.567795	7.573826
RNAewa_LIGfilip-balloon_mol1085	mol1085	0	-30.328114	-29.475864	-0.852249	2.219705
RNAewa_LIGfilip-balloon_mol1086	mol1086	0	-32.661999	-32.400745	-0.261253	2.228017
RNAewa_LIGfilip-balloon_mol1087	mol1087	0	-33.221909	-31.613060	-1.608850	9.281876
RNAewa_LIGfilip-balloon_mol1088	mol1088	0	-40.856831	-37.298485	-3.558345	6.997675
RNAewa_LIGfilip-balloon_mol1089	mol1089	0	-37.478241	-36.137291	-1.340950	18.800688
RNAewa_LIGfilip-balloon_mol1090	mol1090	0	-34.303024	-32.219643	-2.083380	10.771179
RNAewa_LIGfilip-balloon_mol1091	mol1091	0	-33.421165	-34.933083	1.511918	9.150037
RNAewa_LIGfilip-balloon_mol1092	mol1092	0	-36.624592	-35.776989	-0.847603	3.950907
RNAewa_LIGfilip-balloon_mol1093	mol1093	0	-28.258978	-27.682241	-0.576737	8.044828
RNAewa_LIGfilip-balloon_mol1094	mol1094	0	-38.443157	-37.474014	-0.969144	8.444862
RNAewa_LIGfilip-balloon_mol1095	mol1095	0	-54.570335	-50.537155	-4.033178	18.055996
RNAewa_LIGfilip-balloon_mol1096	mol1096	0	-45.199406	-45.436771	0.237366	10.292450
RNAewa_LIGfilip-balloon_mol1097	mol1097	0	-32.394981	-31.895941	-0.499042	3.050819
RNAewa_LIGfilip-balloon_mol1098	mol1098	0	-39.921494	-39.072704	-0.848790	13.106607
RNAewa_LIGfilip-balloon_mol1099	mol1099	0	-51.119816	-48.385555	-2.734259	6.432141
RNAewa_LIGfilip-balloon_mol1100	mol1100	0	-30.646755	-29.090517	-1.556238	3.623789
RNAewa_LIGfilip-balloon_mol1101	mol1101	0	-31.765680	-29.756367	-2.009314	6.439530
RNAewa_LIGfilip-balloon_mol1102	mol1102	0	-40.669609	-39.738640	-0.930969	6.237709
RNAewa_LIGfilip-balloon_mol1103	mol1103	0	-53.156071	-51.968449	-1.187624	19.076099
RNAewa_LIGfilip-balloon_mol1104	mol1104	1	-32.231636	-31.545944	-0.685692	5.963269
RNAewa_LIGfilip-balloon_mol1105	mol1105	0	-30.463871	-28.932148	-1.531723	4.860420
RNAewa_LIGfilip-balloon_mol1106	mol1106	0	-31.261444	-31.337729	0.076285	5.633272
RNAewa_LIGfilip-balloon_mol1107	mol1107	0	-30.490953	-30.587343	0.096389	6.076661
RNAewa_LIGfilip-balloon_mol1108	mol1108	0	-41.238277	-40.400188	-0.838089	6.848767
RNAewa_LIGfilip-balloon_mol1109	mol1109	0	-31.868814	-29.751558	-2.117257	3.358694
RNAewa_LIGfilip-balloon_mol1110	mol1110	0	-41.656120	-41.308468	-0.347654	13.219399
RNAewa_LIGfilip-balloon_mol1111	mol1111	0	-28.872787	-28.012995	-0.859793	1.611486
RNAewa_LIGfilip-balloon_mol1112	mol1112	0	-28.978178	-26.860411	-2.117768	6.515861
RNAewa_LIGfilip-balloon_mol1113	mol1113	0	-42.881779	-38.557194	-4.324585	7.053680
RNAewa_LIGfilip-balloon_mol1114	mol1114	0	-38.112370	-36.271648	-1.840723	8.729391
RNAewa_LIGfilip-balloon_mol1115	mol1115	0	-31.293833	-29.100611	-2.193223	2.231377
RNAewa_LIGfilip-balloon_mol1116	mol1116	0	-31.503792	-29.271883	-2.231909	2.644845
RNAewa_LIGfilip-balloon_mol1117	mol1117	0	-33.441032	-32.374657	-1.066377	9.664932
RNAewa_LIGfilip-balloon_mol1118	mol1118	0	-32.897274	-31.166527	-1.730748	3.963644
RNAewa_LIGfilip-balloon_mol1119	mol1119	0	-53.219547	-51.909172	-1.310374	13.078335
RNAewa_LIGfilip-balloon_mol1120	mol1120	0	-35.662220	-34.125530	-1.536688	0.000000
RNAewa_LIGfilip-balloon_mol1121	mol1121	0	-32.531830	-32.071369	-0.460460	5.748527
RNAewa_LIGfilip-balloon_mol1122	mol1122	0	-32.756840	-31.334805	-1.422035	12.221149
RNAewa_LIGfilip-balloon_mol1123	mol1123	0	-30.473660	-30.615740	0.142079	2.372901
RNAewa_LIGfilip-balloon_mol1124	mol1124	0	-35.659782	-33.956303	-1.703479	6.169585
RNAewa_LIGfilip-balloon_mol1125	mol1125	0	-42.404938	-42.272816	-0.132123	12.818181
RNAewa_LIGfilip-balloon_mol1126	mol1126	0	-46.728748	-46.367519	-0.361228	17.432985
RNAewa_LIGfilip-balloon_mol1127	mol1127	0	-37.132313	-36.574314	-0.558000	11.353362
RNAewa_LIGfilip-balloon_mol1128	mol1128	0	-37.433697	-37.050526	-0.383170	5.877539
RNAewa_LIGfilip-balloon_mol1129	mol1129	0	-32.583885	-32.193787	-0.390098	7.319507
RNAewa_LIGfilip-balloon_mol1130	mol1130	0	-38.843792	-36.741070	-2.102724	12.600511
RNAewa_LIGfilip-balloon_mol1131	mol1131	0	-31.475618	-29.925243	-1.550375	8.383461
RNAewa_LIGfilip-balloon_mol1132	mol1132	0	-29.618956	-28.422495	-1.196461	1.534719
RNAewa_LIGfilip-balloon_mol1133	mol1133	0	-34.383427	-33.214603	-1.168825	6.168031
RNAewa_LIGfilip-balloon_mol1134	mol1134	0	-38.372189	-37.423832	-0.948356	3.756112
RNAewa_LIGfilip-balloon_mol1135	mol1135	0	-27.030420	-26.705137	-0.325284	0.000000
RNAewa_LIGfilip-balloon_mol1136	mol1136	0	-34.727943	-33.640755	-1.087188	5.023274
RNAewa_LIGfilip-balloon_mol1137	mol1137	0	-42.143375	-42.272350	0.128977	13.636684
RNAewa_LIGfilip-balloon_mol1138	mol1138	0	-34.477821	-31.366396	-3.111427	8.066959
RNAewa_LIGfilip-balloon_mol1139	mol1139	0	-32.683197	-30.670254	-2.012943	3.651541
RNAewa_LIGfilip-balloon_mol1140	mol1140	0	-30.417858	-27.518879	-2.898978	5.012754
RNAewa_LIGfilip-balloon_mol1141	mol1141	0	-35.513870	-33.625584	-1.888285	14.261415
RNAewa_LIGfilip-balloon_mol1142	mol1142	0	-32.804100	-30.088289	-2.715809	2.960651
RNAewa_LIGfilip-balloon_mol1143	mol1143	0	-51.121872	-47.888973	-3.232899	12.631768
RNAewa_LIGfilip-balloon_mol1144	mol1144	0	-36.709843	-33.769592	-2.940249	23.191479
RNAewa_LIGfilip-balloon_mol1145	mol1145	0	-32.173050	-31.184387	-0.988663	7.483094
RNAewa_LIGfilip-balloon_mol1146	mol1146	0	-32.824947	-31.808781	-1.016165	14.539495
RNAewa_LIGfilip-balloon_mol1147	mol1147	0	-33.213341	-32.485554	-0.727788	4.380801
RNAewa_LIGfilip-balloon_mol1148	mol1148	0	-40.720623	-37.969971	-2.750652	11.022741
RNAewa_LIGfilip-balloon_mol1149	mol1149	0	-39.436722	-38.724297	-0.712424	6.564961
RNAewa_LIGfilip-balloon_mol1150	mol1150	0	-34.907269	-33.100437	-1.806832	3.606488
RNAewa_LIGfilip-balloon_mol1151	mol1151	0	-40.131035	-38.692448	-1.438589	10.536365
RNAewa_LIGfilip-balloon_mol1152	mol1152	0	-27.777689	-27.468945	-0.308744	0.349273
RNAewa_LIGfilip-balloon_mol1153	mol1153	0	-37.751675	-34.387703	-3.363970	5.675255
RNAewa_LIGfilip-balloon_mol1154	mol1154	0	-45.265289	-43.854477	-1.410814	10.525179
RNAewa_LIGfilip-balloon_mol1155	mol1155	0	-32.343166	-29.589020	-2.754145	3.920367
RNAewa_LIGfilip-balloon_mol1156	mol1156	0	-34.736813	-34.628750	-0.108061	9.758048
RNAewa_LIGfilip-balloon_mol1157	mol1157	0	-29.702354	-28.972340	-0.730016	7.717067
RNAewa_LIGfilip-balloon_mol1158	mol1158	0	-35.673401	-33.908680	-1.764721	7.700807
RNAewa_LIGfilip-balloon_mol1159	mol1159	0	-25.790369	-25.976000	0.185631	4.438659
RNAewa_LIGfilip-balloon_mol1160	mol1160	0	-31.645870	-28.806883	-2.838988	8.540631
RNAewa_LIGfilip-balloon_mol1161	mol1161	0	-48.240185	-46.589134	-1.651050	17.055901
RNAewa_LIGfilip-balloon_mol1162	mol1162	0	-30.584402	-30.463707	-0.120696	6.856371
RNAewa_LIGfilip-balloon_mol1163	mol1163	0	-29.494318	-28.687649	-0.806670	2.160020
RNAewa_LIGfilip-balloon_mol1164	mol1164	0	-43.784893	-42.339176	-1.445715	3.496802
RNAewa_LIGfilip-balloon_mol1165	mol1165	0	-40.392632	-37.397800	-2.994829	7.119158
RNAewa_LIGfilip-balloon_mol1166	mol1166	0	-32.858875	-30.169584	-2.689291	4.329258
RNAewa_LIGfilip-balloon_mol1167	mol1167	0	-43.402912	-42.668037	-0.734874	5.626516
RNAewa_LIGfilip-balloon_mol1168	mol1168	0	-34.481716	-33.060925	-1.420790	9.733995
RNAewa_LIGfilip-balloon_mol1169	mol1169	0	-34.529282	-34.105255	-0.424026	9.818900
RNAewa_LIGfilip-balloon_mol1170	mol1170	0	-41.763508	-39.723686	-2.039823	13.885309
RNAewa_LIGfilip-balloon_mol1171	mol1171	0	-28.933029	-28.220821	-0.712208	1.532892
RNAewa_LIGfilip-balloon_mol1172	mol1172	0	-38.428955	-34.935909	-3.493047	14.298185
RNAewa_LIGfilip-balloon_mol1173	mol1173	0	-34.297897	-33.204437	-1.093460	7.804294
RNAewa_LIGfilip-balloon_mol1174	mol1174	0	-34.846138	-33.809761	-1.036376	3.114962
RNAewa_LIGfilip-balloon_mol1175	mol1175	0	-41.802834	-41.642544	-0.160290	15.175771
RNAewa_LIGfilip-balloon_mol1176	mol1176	0	-35.772659	-32.747814	-3.024845	5.652392
RNAewa_LIGfilip-balloon_mol1177	mol1177	0	-31.107594	-31.086933	-0.020660	3.062175
RNAewa_LIGfilip-balloon_mol1178	mol1178	0	-31.549562	-30.541393	-1.008169	21.186865
RNAewa_LIGfilip-balloon_mol1179	mol1179	0	-31.577169	-32.203503	0.626334	8.450170
RNAewa_LIGfilip-balloon_mol1180	mol1180	0	-36.651165	-35.639530	-1.011635	8.963529
RNAewa_LIGfilip-balloon_mol1181	mol1181	0	-30.158033	-29.046673	-1.111361	2.217202
RNAewa_LIGfilip-balloon_mol1182	mol1182	0	-28.522568	-26.642813	-1.879756	5.215473
RNAewa_LIGfilip-balloon_mol1183	mol1183	0	-37.182682	-33.848438	-3.334243	13.463262
RNAewa_LIGfilip-balloon_mol1184	mol1184	0	-45.657528	-43.983833	-1.673695	21.430641
RNAewa_LIGfilip-balloon_mol1185	mol1185	0	-28.374544	-29.334444	0.959900	1.356473
RNAewa_LIGfilip-balloon_mol1186	mol1186	0	-31.030592	-29.160452	-1.870139	4.657434
RNAewa_LIGfilip-balloon_mol1187	mol1187	0	-29.593441	-25.652100	-3.941341	10.190298
RNAewa_LIGfilip-balloon_mol1188	mol1188	0	-40.746914	-38.611614	-2.135300	4.651416
RNAewa_LIGfilip-balloon_mol1189	mol1189	0	-32.148438	-31.560785	-0.587651	4.079507
RNAewa_LIGfilip-balloon_mol1190	mol1190	0	-50.207775	-51.104404	0.896630	12.595001
RNAewa_LIGfilip-balloon_mol1191	mol1191	0	-36.631378	-35.518211	-1.113165	10.368475
RNAewa_LIGfilip-balloon_mol1192	mol1192	0	-34.653351	-33.884758	-0.768592	7.021497
RNAewa_LIGfilip-balloon_mol1193	mol1193	0	-32.462502	-32.307854	-0.154646	9.667417
RNAewa_LIGfilip-balloon_mol1194	mol1194	0	-46.705711	-45.998066	-0.707647	13.259396
RNAewa_LIGfilip-balloon_mol1195	mol1195	0	-33.413158	-31.928457	-1.484701	2.922424
RNAewa_LIGfilip-balloon_mol1196	mol1196	0	-30.330799	-30.453854	0.123054	3.355085
RNAewa_LIGfilip-balloon_mol1197	mol1197	0	-32.489334	-31.185757	-1.303576	7.435526
RNAewa_LIGfilip-balloon_mol1198	mol1198	0	-32.912239	-32.518314	-0.393924	11.523371
RNAewa_LIGfilip-balloon_mol1199	mol1199	0	-42.879673	-42.253716	-0.625958	21.646673
RNAewa_LIGfilip-balloon_mol1200	mol1200	0	-31.598946	-29.786909	-1.812037	12.390818
RNAewa_LIGfilip-balloon_mol1201	mol1201	0	-35.011486	-34.221336	-0.790150	1.725874
RNAewa_LIGfilip-balloon_mol1202	mol1202	0	-50.080189	-46.013668	-4.066521	16.235487
RNAewa_LIGfilip-balloon_mol1203	mol1203	0	-34.234943	-33.238670	-0.996272	7.117342
RNAewa_LIGfilip-balloon_mol1204	mol1204	0	-28.681595	-25.727377	-2.954219	0.367522
RNAewa_LIGfilip-balloon_mol1205	mol1205	0	-29.940855	-28.202425	-1.738431	5.325819
RNAewa_LIGfilip-balloon_mol1206	mol1206	0	-31.680462	-30.657829	-1.022632	6.393734
RNAewa_LIGfilip-balloon_mol1207	mol1207	0	-34.171406	-32.726894	-1.444512	2.398581
RNAewa_LIGfilip-balloon_mol1208	mol1208	0	-40.905087	-37.970795	-2.934294	8.206841
RNAewa_LIGfilip-balloon_mol1209	mol1209	0	-38.822704	-37.869690	-0.953016	11.201123
RNAewa_LIGfilip-balloon_mol1210	mol1210	0	-34.852585	-33.724373	-1.128214	3.489344
RNAewa_LIGfilip-balloon_mol1211	mol1211	0	-29.629642	-26.271353	-3.358289	2.721400
RNAewa_LIGfilip-balloon_mol1212	mol1212	0	-31.036402	-31.208221	0.171820	7.979081
RNAewa_LIGfilip-balloon_mol1213	mol1213	0	-37.691330	-36.932247	-0.759082	2.798677
RNAewa_LIGfilip-balloon_mol1214	mol1214	0	-37.907883	-37.880844	-0.027038	7.121756
RNAewa_LIGfilip-balloon_mol1215	mol1215	0	-32.502747	-31.849461	-0.653287	11.244887
RNAewa_LIGfilip-balloon_mol1216	mol1216	0	-37.750053	-34.182014	-3.568039	5.811891
RNAewa_LIGfilip-balloon_mol1217	mol1217	0	-34.406017	-33.994228	-0.411790	8.282693
RNAewa_LIGfilip-balloon_mol1218	mol1218	0	-39.482731	-35.271816	-4.210916	15.300530
RNAewa_LIGfilip-balloon_mol1219	mol1219	0	-30.039297	-28.660255	-1.379043	1.145044
RNAewa_LIGfilip-balloon_mol1220	mol1220	0	-29.572502	-27.859438	-1.713065	3.927355
RNAewa_LIGfilip-balloon_mol1221	mol1221	0	-31.772900	-30.063585	-1.709313	8.407790
RNAewa_LIGfilip-balloon_mol1222	mol1222	0	-32.353382	-31.458206	-0.895177	2.651302
RNAewa_LIGfilip-balloon_mol1223	mol1223	0	-29.570076	-27.368011	-2.202065	12.147638
RNAewa_LIGfilip-balloon_mol1224	mol1224	0	-33.052635	-31.859716	-1.192918	1.988812
RNAewa_LIGfilip-balloon_mol1225	mol1225	0	-31.161871	-29.193657	-1.968215	5.331344
RNAewa_LIGfilip-balloon_mol1226	mol1226	0	-29.757513	-26.187046	-3.570467	8.519795
RNAewa_LIGfilip-balloon_mol1227	mol1227	0	-36.877449	-34.313278	-2.564172	5.562088
RNAewa_LIGfilip-balloon_mol1228	mol1228	0	-33.269024	-30.434666	-2.834358	10.963888
RNAewa_LIGfilip-balloon_mol1229	mol1229	0	-45.271435	-43.733929	-1.537505	6.446892
RNAewa_LIGfilip-balloon_mol1230	mol1230	0	-36.085781	-33.892773	-2.193008	5.181642
RNAewa_LIGfilip-balloon_mol1231	mol1231	0	-32.913815	-32.917202	0.003389	7.459954
RNAewa_LIGfilip-balloon_mol1232	mol1232	0	-40.009209	-36.429295	-3.579913	9.820856
RNAewa_LIGfilip-balloon_mol1233	mol1233	0	-28.596025	-25.673990	-2.922036	14.233579
RNAewa_LIGfilip-balloon_mol1234	mol1234	0	-49.814976	-49.332031	-0.482946	4.213519
RNAewa_LIGfilip-balloon_mol1235	mol1235	0	-36.456665	-35.490700	-0.965967	11.668433
RNAewa_LIGfilip-balloon_mol1236	mol1236	0	-30.168531	-28.917677	-1.250854	6.351593
RNAewa_LIGfilip-balloon_mol1237	mol1237	0	-33.436729	-33.820621	0.383892	10.986246
RNAewa_LIGfilip-balloon_mol1238	mol1238	0	-34.577583	-34.549561	-0.028024	2.159164
RNAewa_LIGfilip-balloon_mol1239	mol1239	0	-28.631773	-28.299109	-0.332665	9.123454
RNAewa_LIGfilip-balloon_mol1240	mol1240	0	-28.071619	-27.033789	-1.037831	2.416485
RNAewa_LIGfilip-balloon_mol1241	mol1241	0	-31.256172	-27.867386	-3.388787	5.791412
RNAewa_LIGfilip-balloon_mol1242	mol1242	0	-31.103952	-30.864677	-0.239276	7.896805
RNAewa_LIGfilip-balloon_mol1243	mol1243	0	-31.386890	-31.688679	0.301788	2.054075
RNAewa_LIGfilip-balloon_mol1244	mol1244	0	-34.614185	-33.908733	-0.705452	11.151142
RNAewa_LIGfilip-balloon_mol1245	mol1245	0	-41.970348	-40.419292	-1.551055	7.269301
RNAewa_LIGfilip-balloon_mol1246	mol1246	0	-44.801434	-46.048592	1.247159	10.053812
RNAewa_LIGfilip-balloon_mol1247	mol1247	0	-37.017303	-34.117065	-2.900239	6.989100
RNAewa_LIGfilip-balloon_mol1248	mol1248	0	-25.659594	-23.803946	-1.855649	4.650065
RNAewa_LIGfilip-balloon_mol1249	mol1249	0	-37.249180	-33.517818	-3.731363	5.423981
RNAewa_LIGfilip-balloon_mol1250	mol1250	0	-31.835785	-30.829817	-1.005967	5.393609
RNAewa_LIGfilip-balloon_mol1251	mol1251	0	-41.817158	-39.055893	-2.761264	8.676443
RNAewa_LIGfilip-balloon_mol1252	mol1252	0	-37.798763	-36.747181	-1.051584	5.534179
RNAewa_LIGfilip-balloon_mol1253	mol1253	0	-33.549572	-34.411472	0.861900	1.898162
RNAewa_LIGfilip-balloon_mol1254	mol1254	0	-35.737083	-34.356693	-1.380392	7.245861
RNAewa_LIGfilip-balloon_mol1255	mol1255	0	-33.101768	-31.299156	-1.802611	1.564534
RNAewa_LIGfilip-balloon_mol1256	mol1256	0	-34.311008	-34.229176	-0.081832	20.082726
RNAewa_LIGfilip-balloon_mol1257	mol1257	0	-49.458843	-45.034889	-4.423953	11.095029
RNAewa_LIGfilip-balloon_mol1258	mol1258	0	-33.147266	-33.016655	-0.130610	6.456636
RNAewa_LIGfilip-balloon_mol1259	mol1259	0	-37.802002	-35.869331	-1.932671	3.567463
RNAewa_LIGfilip-balloon_mol1260	mol1260	0	-33.431152	-32.999931	-0.431221	8.155666
RNAewa_LIGfilip-balloon_mol1261	mol1261	0	-31.010370	-30.495291	-0.515079	4.609497
RNAewa_LIGfilip-balloon_mol1262	mol1262	0	-33.413250	-33.769966	0.356714	5.469400
RNAewa_LIGfilip-balloon_mol1263	mol1263	0	-39.797955	-37.413738	-2.384217	7.121031
RNAewa_LIGfilip-balloon_mol1264	mol1264	0	-29.913052	-29.922642	0.009590	3.200280
RNAewa_LIGfilip-balloon_mol1265	mol1265	0	-31.915155	-31.357819	-0.557337	10.405123
RNAewa_LIGfilip-balloon_mol1266	mol1266	0	-36.593185	-36.020947	-0.572239	1.504954
RNAewa_LIGfilip-balloon_mol1267	mol1267	0	-29.446573	-29.508562	0.061990	7.885366
RNAewa_LIGfilip-balloon_mol1268	mol1268	0	-33.304306	-32.629967	-0.674341	11.810639
RNAewa_LIGfilip-balloon_mol1269	mol1269	0	-29.734999	-29.120628	-0.614370	7.021020
RNAewa_LIGfilip-balloon_mol1270	mol1270	0	-33.087597	-32.202354	-0.885243	5.213844
RNAewa_LIGfilip-balloon_mol1271	mol1271	0	-30.480740	-29.695238	-0.785502	8.361847
RNAewa_LIGfilip-balloon_mol1272	mol1272	0	-35.207466	-32.253124	-2.954344	9.310282
RNAewa_LIGfilip-balloon_mol1273	mol1273	0	-30.010244	-26.136658	-3.873587	4.043670
RNAewa_LIGfilip-balloon_mol1274	mol1274	0	-32.432922	-31.092501	-1.340421	12.111407
RNAewa_LIGfilip-balloon_mol1275	mol1275	0	-29.496149	-29.049103	-0.447046	1.393703
RNAewa_LIGfilip-balloon_mol1276	mol1276	0	-28.842121	-28.172586	-0.669535	4.924487
RNAewa_LIGfilip-balloon_mol1277	mol1277	0	-27.374367	-26.199406	-1.174962	6.037361
RNAewa_LIGfilip-balloon_mol1278	mol1278	0	-31.335579	-30.218987	-1.116593	5.156301
RNAewa_LIGfilip-balloon_mol1279	mol1279	0	-29.808823	-28.325586	-1.483237	1.956996
RNAewa_LIGfilip-balloon_mol1280	mol1280	0	-33.774464	-32.241528	-1.532936	2.641106
RNAewa_LIGfilip-balloon_mol1281	mol1281	0	-33.430237	-32.212910	-1.217329	12.993027
RNAewa_LIGfilip-balloon_mol1282	mol1282	0	-29.313656	-27.737280	-1.576375	3.068698
RNAewa_LIGfilip-balloon_mol1283	mol1283	0	-32.799999	-32.829472	0.029472	3.885488
RNAewa_LIGfilip-balloon_mol1284	mol1284	0	-44.835911	-43.561474	-1.274437	14.646006
RNAewa_LIGfilip-balloon_mol1285	mol1285	0	-28.863773	-28.563208	-0.300566	3.893072
RNAewa_LIGfilip-balloon_mol1286	mol1286	0	-29.961420	-29.453642	-0.507778	3.712788
RNAewa_LIGfilip-balloon_mol1287	mol1287	0	-34.792145	-33.406784	-1.385359	4.717373
RNAewa_LIGfilip-balloon_mol1288	mol1288	0	-41.576553	-41.544392	-0.032162	12.850241
RNAewa_LIGfilip-balloon_mol1289	mol1289	0	-38.556606	-36.615192	-1.941414	7.406098
RNAewa_LIGfilip-balloon_mol1290	mol1290	0	-31.028021	-30.875399	-0.152622	1.113202
RNAewa_LIGfilip-balloon_mol1291	mol1291	0	-32.742695	-29.499025	-3.243669	3.274351
RNAewa_LIGfilip-balloon_mol1292	mol1292	0	-33.690762	-31.445168	-2.245593	15.641420
RNAewa_LIGfilip-balloon_mol1293	mol1293	0	-26.938776	-26.181179	-0.757596	6.159712
RNAewa_LIGfilip-balloon_mol1294	mol1294	0	-31.018661	-30.620481	-0.398180	10.301774
RNAewa_LIGfilip-balloon_mol1295	mol1295	0	-36.005970	-34.127701	-1.878271	9.521812
RNAewa_LIGfilip-balloon_mol1296	mol1296	0	-47.907745	-45.618450	-2.289294	13.797771
RNAewa_LIGfilip-balloon_mol1297	mol1297	0	-26.123795	-23.943291	-2.180504	0.983242
RNAewa_LIGfilip-balloon_mol1298	mol1298	0	-29.871624	-28.904823	-0.966800	12.638803
RNAewa_LIGfilip-balloon_mol1299	mol1299	0	-30.305592	-28.905918	-1.399673	4.264656
RNAewa_LIGfilip-balloon_mol1300	mol1300	0	-28.775549	-27.951645	-0.823905	7.522806
RNAewa_LIGfilip-balloon_mol1301	mol1301	0	-32.486809	-32.404007	-0.082802	9.781569
RNAewa_LIGfilip-balloon_mol1302	mol1302	0	-26.975861	-26.018883	-0.956978	2.290354
RNAewa_LIGfilip-balloon_mol1303	mol1303	0	-32.066666	-31.535486	-0.531178	7.879491
RNAewa_LIGfilip-balloon_mol1304	mol1304	0	-46.228027	-45.280407	-0.947619	9.857151
RNAewa_LIGfilip-balloon_mol1305	mol1305	0	-33.594051	-31.095087	-2.498965	6.488031
RNAewa_LIGfilip-balloon_mol1306	mol1306	0	-36.439873	-34.890038	-1.549836	2.683329
RNAewa_LIGfilip-balloon_mol1307	mol1307	0	-33.232288	-31.776115	-1.456172	3.009942
RNAewa_LIGfilip-balloon_mol1308	mol1308	0	-49.355968	-47.585567	-1.770400	14.298489
RNAewa_LIGfilip-balloon_mol1309	mol1309	0	-29.568512	-29.022900	-0.545612	3.850623
RNAewa_LIGfilip-balloon_mol1310	mol1310	0	-41.956295	-38.760544	-3.195750	10.756991
RNAewa_LIGfilip-balloon_mol1311	mol1311	0	-26.841440	-26.233753	-0.607687	1.815234
RNAewa_LIGfilip-balloon_mol1312	mol1312	0	-29.676350	-28.602987	-1.073363	4.131120
RNAewa_LIGfilip-balloon_mol1313	mol1313	0	-30.979929	-29.826944	-1.152985	7.648431
RNAewa_LIGfilip-balloon_mol1314	mol1314	0	-33.845673	-33.974022	0.128349	10.259873
RNAewa_LIGfilip-balloon_mol1315	mol1315	0	-28.938782	-28.662832	-0.275949	5.856634
