Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
RNAewa_LIGfilip-balloon_mol1252	mol1252	0	-33.636730	-33.309002	-0.327728	-0.327728
RNAewa_LIGfilip-balloon_mol1253	mol1253	0	-33.305996	-33.132309	-0.173686	-0.173686
RNAewa_LIGfilip-balloon_mol1254	mol1254	0	-33.736717	-33.186310	-0.550409	-0.550409
RNAewa_LIGfilip-balloon_mol1255	mol1255	0	-33.857094	-31.917297	-1.939797	-1.939797
RNAewa_LIGfilip-balloon_mol1256	mol1256	0	-32.264160	-31.966183	-0.297976	-0.297976
RNAewa_LIGfilip-balloon_mol1257	mol1257	0	-43.136444	-44.179802	1.043356	1.043356
RNAewa_LIGfilip-balloon_mol1258	mol1258	0	-33.176117	-32.369541	-0.806575	-0.806575
RNAewa_LIGfilip-balloon_mol1259	mol1259	0	-31.366293	-31.866861	0.500568	0.500568
RNAewa_LIGfilip-balloon_mol1260	mol1260	0	-33.431080	-31.485498	-1.945583	-1.945583
RNAewa_LIGfilip-balloon_mol1261	mol1261	0	-32.753006	-30.936314	-1.816694	-1.816694
RNAewa_LIGfilip-balloon_mol1262	mol1262	0	-33.283916	-32.164661	-1.119254	-1.119254
RNAewa_LIGfilip-balloon_mol1263	mol1263	0	-38.547230	-36.290123	-2.257107	-2.257107
RNAewa_LIGfilip-balloon_mol1264	mol1264	0	-29.391933	-29.367014	-0.024919	-0.024919
RNAewa_LIGfilip-balloon_mol1265	mol1265	0	-32.713387	-32.642521	-0.070867	-0.070867
RNAewa_LIGfilip-balloon_mol1266	mol1266	0	-28.422129	-27.670906	-0.751223	-0.751223
RNAewa_LIGfilip-balloon_mol1267	mol1267	0	-28.789282	-27.840244	-0.949038	-0.949038
RNAewa_LIGfilip-balloon_mol1268	mol1268	0	-34.477840	-34.813538	0.335697	0.335697
RNAewa_LIGfilip-balloon_mol1269	mol1269	0	-26.774733	-25.121201	-1.653532	-1.653532
RNAewa_LIGfilip-balloon_mol1270	mol1270	0	-29.899193	-29.598343	-0.300850	-0.300850
RNAewa_LIGfilip-balloon_mol1271	mol1271	0	-29.596233	-29.180189	-0.416044	-0.416044
RNAewa_LIGfilip-balloon_mol1272	mol1272	0	-33.757038	-32.682102	-1.074935	-1.074935
RNAewa_LIGfilip-balloon_mol1273	mol1273	0	-27.264032	-26.755194	-0.508839	-0.508839
RNAewa_LIGfilip-balloon_mol1274	mol1274	0	-32.795605	-31.772182	-1.023423	-1.023423
RNAewa_LIGfilip-balloon_mol1275	mol1275	0	-30.431667	-29.646461	-0.785206	-0.785206
RNAewa_LIGfilip-balloon_mol1276	mol1276	0	-27.853745	-27.169071	-0.684674	-0.684674
RNAewa_LIGfilip-balloon_mol1277	mol1277	0	-30.467699	-29.722540	-0.745160	-0.745160
RNAewa_LIGfilip-balloon_mol1278	mol1278	0	-30.237175	-30.106890	-0.130285	-0.130285
RNAewa_LIGfilip-balloon_mol1279	mol1279	0	-30.038420	-28.574335	-1.464085	-1.464085
RNAewa_LIGfilip-balloon_mol1280	mol1280	0	-33.338161	-33.060406	-0.277758	-0.277758
RNAewa_LIGfilip-balloon_mol1281	mol1281	0	-33.044254	-33.024109	-0.020147	-0.020147
RNAewa_LIGfilip-balloon_mol1282	mol1282	0	-27.095041	-26.959106	-0.135935	-0.135935
RNAewa_LIGfilip-balloon_mol1283	mol1283	0	-30.752108	-29.653273	-1.098835	-1.098835
RNAewa_LIGfilip-balloon_mol1284	mol1284	0	-32.771336	-32.206615	-0.564720	-0.564720
RNAewa_LIGfilip-balloon_mol1285	mol1285	0	-30.948172	-30.726475	-0.221696	-0.221696
RNAewa_LIGfilip-balloon_mol1286	mol1286	0	-28.549301	-28.790834	0.241534	0.241534
RNAewa_LIGfilip-balloon_mol1287	mol1287	0	-33.252087	-32.078236	-1.173849	-1.173849
RNAewa_LIGfilip-balloon_mol1288	mol1288	0	-37.379910	-37.610008	0.230099	0.230099
RNAewa_LIGfilip-balloon_mol1289	mol1289	0	-36.730232	-36.367840	-0.362391	-0.362391
RNAewa_LIGfilip-balloon_mol1290	mol1290	0	-29.014219	-29.318518	0.304298	0.304298
RNAewa_LIGfilip-balloon_mol1291	mol1291	0	-31.141529	-29.032898	-2.108630	-2.108630
RNAewa_LIGfilip-balloon_mol1292	mol1292	0	-33.307461	-31.864109	-1.443350	-1.443350
RNAewa_LIGfilip-balloon_mol1293	mol1293	0	-25.614502	-24.804646	-0.809857	-0.809857
RNAewa_LIGfilip-balloon_mol1294	mol1294	0	-30.648657	-30.099318	-0.549340	-0.549340
RNAewa_LIGfilip-balloon_mol1295	mol1295	0	-31.282429	-28.645943	-2.636487	-2.636487
RNAewa_LIGfilip-balloon_mol1296	mol1296	0	-42.666069	-42.265591	-0.400480	-0.400480
RNAewa_LIGfilip-balloon_mol1297	mol1297	0	-25.857048	-23.635090	-2.221957	-2.221957
RNAewa_LIGfilip-balloon_mol1298	mol1298	0	-26.844000	-26.846956	0.002957	0.002957
RNAewa_LIGfilip-balloon_mol1299	mol1299	0	-29.652992	-28.615801	-1.037192	-1.037192
RNAewa_LIGfilip-balloon_mol1300	mol1300	0	-28.888857	-28.124628	-0.764229	-0.764229
RNAewa_LIGfilip-balloon_mol1301	mol1301	0	-32.428471	-31.841059	-0.587412	-0.587412
RNAewa_LIGfilip-balloon_mol1302	mol1302	0	-27.383152	-26.940241	-0.442911	-0.442911
RNAewa_LIGfilip-balloon_mol1303	mol1303	0	-32.515163	-31.929474	-0.585691	-0.585691
RNAewa_LIGfilip-balloon_mol1304	mol1304	0	-42.138401	-41.107536	-1.030864	-1.030864
RNAewa_LIGfilip-balloon_mol1305	mol1305	0	-33.451988	-31.307287	-2.144702	-2.144702
RNAewa_LIGfilip-balloon_mol1306	mol1306	0	-31.903048	-31.228136	-0.674911	-0.674911
RNAewa_LIGfilip-balloon_mol1307	mol1307	0	-29.386383	-28.366653	-1.019729	-1.019729
RNAewa_LIGfilip-balloon_mol1308	mol1308	0	-45.230026	-41.842789	-3.387238	-3.387238
RNAewa_LIGfilip-balloon_mol1309	mol1309	0	-29.427332	-28.918695	-0.508636	-0.508636
RNAewa_LIGfilip-balloon_mol1310	mol1310	0	-33.574184	-32.249744	-1.324439	-1.324439
RNAewa_LIGfilip-balloon_mol1311	mol1311	0	-25.227566	-25.418064	0.190498	0.190498
RNAewa_LIGfilip-balloon_mol1312	mol1312	0	-26.629993	-24.682941	-1.947053	-1.947053
RNAewa_LIGfilip-balloon_mol1313	mol1313	0	-30.151827	-30.732136	0.580308	0.580308
RNAewa_LIGfilip-balloon_mol1314	mol1314	0	-32.954929	-33.137165	0.182236	0.182236
RNAewa_LIGfilip-balloon_mol1315	mol1315	0	-29.113405	-29.071609	-0.041796	-0.041796
RNAewa_LIGfilip-balloon_mol1316	mol1316	1	-36.874146	-36.526203	-0.347943	-0.347943
RNAewa_LIGfilip-balloon_mol1317	mol1317	0	-30.136805	-30.483160	0.346356	0.346356
RNAewa_LIGfilip-balloon_mol1318	mol1318	0	-46.130074	-43.676842	-2.453230	-2.453230
RNAewa_LIGfilip-balloon_mol1319	mol1319	0	-32.889183	-31.040697	-1.848486	-1.848486
RNAewa_LIGfilip-balloon_mol1320	mol1320	0	-28.731985	-26.748127	-1.983857	-1.983857
RNAewa_LIGfilip-balloon_mol1321	mol1321	0	-37.192646	-35.570904	-1.621741	-1.621741
RNAewa_LIGfilip-balloon_mol1322	mol1322	0	-26.472738	-26.756845	0.284107	0.284107
RNAewa_LIGfilip-balloon_mol1323	mol1323	0	-32.234581	-30.653734	-1.580847	-1.580847
RNAewa_LIGfilip-balloon_mol1324	mol1324	0	-36.533981	-35.247902	-1.286079	-1.286079
RNAewa_LIGfilip-balloon_mol1325	mol1325	0	-47.443527	-45.700775	-1.742750	-1.742750
RNAewa_LIGfilip-balloon_mol1326	mol1326	0	-44.043167	-43.136559	-0.906609	-0.906609
RNAewa_LIGfilip-balloon_mol1327	mol1327	0	-31.883638	-30.555313	-1.328325	-1.328325
RNAewa_LIGfilip-balloon_mol1328	mol1328	0	-33.428406	-32.583305	-0.845101	-0.845101
RNAewa_LIGfilip-balloon_mol1329	mol1329	0	-31.453245	-30.548010	-0.905236	-0.905236
RNAewa_LIGfilip-balloon_mol1330	mol1330	0	-28.677780	-28.316206	-0.361574	-0.361574
RNAewa_LIGfilip-balloon_mol1331	mol1331	0	-36.583065	-35.518391	-1.064673	-1.064673
RNAewa_LIGfilip-balloon_mol1332	mol1332	0	-35.391430	-33.803646	-1.587784	-1.587784
RNAewa_LIGfilip-balloon_mol1333	mol1333	0	-33.324028	-33.974133	0.650106	0.650106
RNAewa_LIGfilip-balloon_mol1334	mol1334	0	-29.777891	-29.122494	-0.655398	-0.655398
RNAewa_LIGfilip-balloon_mol1335	mol1335	0	-39.756149	-37.568790	-2.187359	-2.187359
RNAewa_LIGfilip-balloon_mol1336	mol1336	0	-28.589693	-27.963722	-0.625971	-0.625971
RNAewa_LIGfilip-balloon_mol1337	mol1337	0	-36.190090	-35.247185	-0.942906	-0.942906
RNAewa_LIGfilip-balloon_mol1338	mol1338	0	-35.899559	-34.798244	-1.101316	-1.101316
RNAewa_LIGfilip-balloon_mol1339	mol1339	0	-29.062490	-27.931536	-1.130955	-1.130955
RNAewa_LIGfilip-balloon_mol1340	mol1340	0	-30.496300	-29.970610	-0.525689	-0.525689
RNAewa_LIGfilip-balloon_mol1341	mol1341	0	-45.927231	-43.451050	-2.476182	-2.476182
RNAewa_LIGfilip-balloon_mol1342	mol1342	0	-39.867577	-40.307430	0.439852	0.439852
RNAewa_LIGfilip-balloon_mol1343	mol1343	0	-29.366396	-29.208868	-0.157529	-0.157529
RNAewa_LIGfilip-balloon_mol1344	mol1344	0	-31.019361	-29.032022	-1.987340	-1.987340
RNAewa_LIGfilip-balloon_mol1345	mol1345	0	-32.019417	-31.096535	-0.922881	-0.922881
RNAewa_LIGfilip-balloon_mol1346	mol1346	0	-26.970272	-27.040268	0.069996	0.069996
RNAewa_LIGfilip-balloon_mol1347	mol1347	0	-34.174206	-32.351273	-1.822932	-1.822932
RNAewa_LIGfilip-balloon_mol1348	mol1348	0	-29.481007	-29.766792	0.285785	0.285785
RNAewa_LIGfilip-balloon_mol1349	mol1349	0	-44.214664	-40.669159	-3.545506	-3.545506
RNAewa_LIGfilip-balloon_mol1350	mol1350	0	-29.455759	-28.660490	-0.795270	-0.795270
RNAewa_LIGfilip-balloon_mol1351	mol1351	0	-32.688484	-32.025375	-0.663107	-0.663107
RNAewa_LIGfilip-balloon_mol1352	mol1352	0	-32.939072	-31.135464	-1.803607	-1.803607
RNAewa_LIGfilip-balloon_mol1353	mol1353	0	-28.311424	-28.161383	-0.150041	-0.150041
RNAewa_LIGfilip-balloon_mol1354	mol1354	0	-32.114300	-30.736197	-1.378103	-1.378103
RNAewa_LIGfilip-balloon_mol1355	mol1355	0	-43.170963	-42.472984	-0.697979	-0.697979
RNAewa_LIGfilip-balloon_mol1356	mol1356	0	-45.988056	-44.460487	-1.527570	-1.527570
RNAewa_LIGfilip-balloon_mol1357	mol1357	0	-32.581856	-32.566322	-0.015533	-0.015533
RNAewa_LIGfilip-balloon_mol1358	mol1358	0	-32.500778	-30.662485	-1.838294	-1.838294
RNAewa_LIGfilip-balloon_mol1359	mol1359	0	-34.254353	-31.425335	-2.829016	-2.829016
RNAewa_LIGfilip-balloon_mol1360	mol1360	0	-34.504631	-32.868046	-1.636587	-1.636587
RNAewa_LIGfilip-balloon_mol1361	mol1361	0	-27.315529	-26.250116	-1.065413	-1.065413
RNAewa_LIGfilip-balloon_mol1362	mol1362	0	-28.402618	-27.333427	-1.069191	-1.069191
RNAewa_LIGfilip-balloon_mol1363	mol1363	0	-33.495827	-31.265471	-2.230355	-2.230355
RNAewa_LIGfilip-balloon_mol1364	mol1364	0	-38.081013	-35.569916	-2.511097	-2.511097
RNAewa_LIGfilip-balloon_mol1365	mol1365	0	-29.789989	-28.275795	-1.514194	-1.514194
RNAewa_LIGfilip-balloon_mol1366	mol1366	0	-33.083542	-30.820236	-2.263306	-2.263306
RNAewa_LIGfilip-balloon_mol1367	mol1367	0	-29.101974	-28.243855	-0.858121	-0.858121
RNAewa_LIGfilip-balloon_mol1368	mol1368	0	-32.103199	-29.813004	-2.290194	-2.290194
RNAewa_LIGfilip-balloon_mol1369	mol1369	0	-30.246447	-29.269962	-0.976485	-0.976485
RNAewa_LIGfilip-balloon_mol1370	mol1370	0	-34.536827	-32.900612	-1.636214	-1.636214
RNAewa_LIGfilip-balloon_mol1371	mol1371	0	-29.414454	-28.551712	-0.862741	-0.862741
RNAewa_LIGfilip-balloon_mol1372	mol1372	0	-27.842438	-26.795404	-1.047032	-1.047032
RNAewa_LIGfilip-balloon_mol1373	mol1373	0	-28.622280	-27.471148	-1.151133	-1.151133
RNAewa_LIGfilip-balloon_mol1374	mol1374	0	-34.460785	-34.109703	-0.351083	-0.351083
RNAewa_LIGfilip-balloon_mol1375	mol1375	0	-28.791800	-28.357443	-0.434357	-0.434357
RNAewa_LIGfilip-balloon_mol1376	mol1376	0	-31.980909	-31.618219	-0.362689	-0.362689
RNAewa_LIGfilip-balloon_mol1377	mol1377	0	-40.225021	-40.888107	0.663085	0.663085
RNAewa_LIGfilip-balloon_mol1378	mol1378	0	-27.426743	-27.227917	-0.198826	-0.198826
RNAewa_LIGfilip-balloon_mol1379	mol1379	0	-27.276426	-26.847515	-0.428912	-0.428912
RNAewa_LIGfilip-balloon_mol1380	mol1380	0	-28.963253	-28.028410	-0.934842	-0.934842
RNAewa_LIGfilip-balloon_mol1381	mol1381	0	-32.208031	-31.894304	-0.313725	-0.313725
RNAewa_LIGfilip-balloon_mol1382	mol1382	0	-25.477583	-25.238377	-0.239207	-0.239207
RNAewa_LIGfilip-balloon_mol1383	mol1383	0	-29.686033	-29.210016	-0.476016	-0.476016
RNAewa_LIGfilip-balloon_mol1384	mol1384	0	-33.270481	-31.801445	-1.469035	-1.469035
RNAewa_LIGfilip-balloon_mol1385	mol1385	0	-32.507301	-32.561497	0.054195	0.054195
RNAewa_LIGfilip-balloon_mol1386	mol1386	0	-25.605522	-24.946598	-0.658924	-0.658924
RNAewa_LIGfilip-balloon_mol1387	mol1387	0	-30.213844	-29.427275	-0.786569	-0.786569
RNAewa_LIGfilip-balloon_mol1388	mol1388	0	-29.167488	-28.670319	-0.497170	-0.497170
RNAewa_LIGfilip-balloon_mol1389	mol1389	0	-34.878033	-31.421095	-3.456939	-3.456939
RNAewa_LIGfilip-balloon_mol1390	mol1390	0	-34.068287	-30.837143	-3.231142	-3.231142
RNAewa_LIGfilip-balloon_mol1391	mol1391	0	-38.933762	-36.717209	-2.216552	-2.216552
RNAewa_LIGfilip-balloon_mol1392	mol1392	0	-32.789001	-32.543625	-0.245376	-0.245376
RNAewa_LIGfilip-balloon_mol1393	mol1393	0	-21.250723	-20.866856	-0.383867	-0.383867
RNAewa_LIGfilip-balloon_mol1394	mol1394	0	-37.561569	-34.656265	-2.905302	-2.905302
RNAewa_LIGfilip-balloon_mol1395	mol1395	0	-28.616091	-28.360836	-0.255255	-0.255255
RNAewa_LIGfilip-balloon_mol1396	mol1396	0	-43.606075	-40.573769	-3.032305	-3.032305
RNAewa_LIGfilip-balloon_mol1397	mol1397	0	-31.538385	-30.018423	-1.519963	-1.519963
RNAewa_LIGfilip-balloon_mol1398	mol1398	0	-31.682367	-29.985806	-1.696563	-1.696563
RNAewa_LIGfilip-balloon_mol1399	mol1399	0	-32.668610	-32.780678	0.112070	0.112070
RNAewa_LIGfilip-balloon_mol1400	mol1400	0	-27.071543	-27.605375	0.533832	0.533832
RNAewa_LIGfilip-balloon_mol1401	mol1401	0	-34.325050	-32.901604	-1.423446	-1.423446
RNAewa_LIGfilip-balloon_mol1402	mol1402	0	-33.047977	-33.148823	0.100844	0.100844
RNAewa_LIGfilip-balloon_mol1403	mol1403	0	-33.285030	-33.838581	0.553549	0.553549
RNAewa_LIGfilip-balloon_mol1404	mol1404	0	-26.564341	-26.220627	-0.343713	-0.343713
RNAewa_LIGfilip-balloon_mol1405	mol1405	0	-32.087975	-29.775202	-2.312772	-2.312772
RNAewa_LIGfilip-balloon_mol1406	mol1406	0	-33.352287	-32.185501	-1.166788	-1.166788
RNAewa_LIGfilip-balloon_mol1407	mol1407	0	-44.978016	-43.579361	-1.398653	-1.398653
RNAewa_LIGfilip-balloon_mol1408	mol1408	0	-33.460903	-31.618130	-1.842773	-1.842773
RNAewa_LIGfilip-balloon_mol1409	mol1409	0	-46.723301	-43.506157	-3.217144	-3.217144
RNAewa_LIGfilip-balloon_mol1410	mol1410	0	-28.753622	-29.990108	1.236487	1.236487
RNAewa_LIGfilip-balloon_mol1411	mol1411	0	-45.525314	-42.391689	-3.133623	-3.133623
RNAewa_LIGfilip-balloon_mol1412	mol1412	0	-27.909502	-26.437336	-1.472166	-1.472166
RNAewa_LIGfilip-balloon_mol1413	mol1413	0	-35.868004	-33.902245	-1.965758	-1.965758
RNAewa_LIGfilip-balloon_mol1414	mol1414	0	-26.987190	-23.382105	-3.605086	-3.605086
RNAewa_LIGfilip-balloon_mol1415	mol1415	0	-50.087860	-47.715843	-2.372019	-2.372019
RNAewa_LIGfilip-balloon_mol1416	mol1416	0	-31.037731	-28.527035	-2.510696	-2.510696
RNAewa_LIGfilip-balloon_mol1417	mol1417	0	-49.364834	-46.695385	-2.669448	-2.669448
RNAewa_LIGfilip-balloon_mol1418	mol1418	0	-34.017006	-33.323734	-0.693272	-0.693272
RNAewa_LIGfilip-balloon_mol1419	mol1419	0	-31.750055	-32.105053	0.354998	0.354998
RNAewa_LIGfilip-balloon_mol1420	mol1420	0	-29.102961	-28.547987	-0.554974	-0.554974
RNAewa_LIGfilip-balloon_mol1421	mol1421	0	-29.977308	-29.364273	-0.613035	-0.613035
RNAewa_LIGfilip-balloon_mol1422	mol1422	0	-32.595001	-30.934750	-1.660252	-1.660252
RNAewa_LIGfilip-balloon_mol1423	mol1423	0	-30.724129	-30.055431	-0.668698	-0.668698
RNAewa_LIGfilip-balloon_mol1424	mol1424	0	-31.143652	-27.530500	-3.613152	-3.613152
RNAewa_LIGfilip-balloon_mol1425	mol1425	0	-33.409687	-30.684153	-2.725535	-2.725535
RNAewa_LIGfilip-balloon_mol1426	mol1426	0	-32.382618	-29.565729	-2.816889	-2.816889
RNAewa_LIGfilip-balloon_mol1427	mol1427	0	-29.035580	-28.600250	-0.435330	-0.435330
RNAewa_LIGfilip-balloon_mol1428	mol1428	0	-40.544724	-38.169041	-2.375684	-2.375684
RNAewa_LIGfilip-balloon_mol1429	mol1429	0	-28.162867	-28.232117	0.069250	0.069250
RNAewa_LIGfilip-balloon_mol1430	mol1430	0	-27.286032	-26.712927	-0.573105	-0.573105
RNAewa_LIGfilip-balloon_mol1431	mol1431	0	-28.599174	-27.753599	-0.845576	-0.845576
RNAewa_LIGfilip-balloon_mol1432	mol1432	0	-27.814381	-27.409925	-0.404456	-0.404456
RNAewa_LIGfilip-balloon_mol1433	mol1433	0	-37.899212	-37.482796	-0.416416	-0.416416
RNAewa_LIGfilip-balloon_mol1434	mol1434	0	-29.016981	-28.468754	-0.548227	-0.548227
RNAewa_LIGfilip-balloon_mol1435	mol1435	0	-29.929703	-29.209606	-0.720096	-0.720096
RNAewa_LIGfilip-balloon_mol1436	mol1436	0	-33.179214	-32.014923	-1.164292	-1.164292
RNAewa_LIGfilip-balloon_mol1437	mol1437	0	-33.486641	-33.297218	-0.189424	-0.189424
RNAewa_LIGfilip-balloon_mol1438	mol1438	0	-29.958971	-29.739342	-0.219629	-0.219629
RNAewa_LIGfilip-balloon_mol1439	mol1439	0	-32.237309	-34.085945	1.848638	1.848638
RNAewa_LIGfilip-balloon_mol1440	mol1440	0	-30.899141	-29.861839	-1.037303	-1.037303
RNAewa_LIGfilip-balloon_mol1441	mol1441	0	-28.982447	-27.916075	-1.066372	-1.066372
RNAewa_LIGfilip-balloon_mol1442	mol1442	0	-31.066406	-29.746674	-1.319733	-1.319733
RNAewa_LIGfilip-balloon_mol1443	mol1443	0	-29.153910	-27.977665	-1.176245	-1.176245
RNAewa_LIGfilip-balloon_mol1444	mol1444	0	-31.961634	-31.420525	-0.541108	-0.541108
RNAewa_LIGfilip-balloon_mol1445	mol1445	0	-28.326977	-27.523468	-0.803509	-0.803509
RNAewa_LIGfilip-balloon_mol1446	mol1446	0	-28.540602	-26.960049	-1.580552	-1.580552
RNAewa_LIGfilip-balloon_mol1447	mol1447	0	-39.235863	-36.823151	-2.412710	-2.412710
RNAewa_LIGfilip-balloon_mol1448	mol1448	0	-29.866745	-29.477802	-0.388942	-0.388942
RNAewa_LIGfilip-balloon_mol1449	mol1449	0	-28.014208	-26.866320	-1.147889	-1.147889
RNAewa_LIGfilip-balloon_mol1450	mol1450	0	-27.501007	-27.390972	-0.110035	-0.110035
RNAewa_LIGfilip-balloon_mol1451	mol1451	0	-35.979355	-35.339649	-0.639705	-0.639705
RNAewa_LIGfilip-balloon_mol1452	mol1452	0	-30.432386	-30.065990	-0.366396	-0.366396
RNAewa_LIGfilip-balloon_mol1453	mol1453	0	-34.665028	-33.351223	-1.313805	-1.313805
RNAewa_LIGfilip-balloon_mol1454	mol1454	0	-46.002499	-43.105083	-2.897415	-2.897415
RNAewa_LIGfilip-balloon_mol1455	mol1455	0	-34.857800	-34.199909	-0.657891	-0.657891
RNAewa_LIGfilip-balloon_mol1456	mol1456	0	-50.830303	-48.847691	-1.982613	-1.982613
RNAewa_LIGfilip-balloon_mol1457	mol1457	0	-39.142376	-37.418621	-1.723755	-1.723755
RNAewa_LIGfilip-balloon_mol1458	mol1458	0	-26.688410	-24.545692	-2.142717	-2.142717
RNAewa_LIGfilip-balloon_mol1459	mol1459	0	-31.575039	-29.954781	-1.620258	-1.620258
RNAewa_LIGfilip-balloon_mol1460	mol1460	0	-30.265289	-30.061924	-0.203366	-0.203366
RNAewa_LIGfilip-balloon_mol1461	mol1461	0	-34.009121	-32.800663	-1.208459	-1.208459
RNAewa_LIGfilip-balloon_mol1462	mol1462	0	-30.744440	-30.657360	-0.087079	-0.087079
RNAewa_LIGfilip-balloon_mol1463	mol1463	0	-26.154966	-25.443884	-0.711083	-0.711083
RNAewa_LIGfilip-balloon_mol1464	mol1464	0	-26.609274	-26.472288	-0.136987	-0.136987
RNAewa_LIGfilip-balloon_mol1465	mol1465	0	-36.016983	-33.763851	-2.253132	-2.253132
RNAewa_LIGfilip-balloon_mol1466	mol1466	0	-27.712957	-24.835346	-2.877611	-2.877611
RNAewa_LIGfilip-balloon_mol1467	mol1467	0	-26.535835	-26.179720	-0.356114	-0.356114
RNAewa_LIGfilip-balloon_mol1468	mol1468	0	-44.155674	-41.596413	-2.559261	-2.559261
RNAewa_LIGfilip-balloon_mol1469	mol1469	0	-37.612106	-36.405731	-1.206374	-1.206374
RNAewa_LIGfilip-balloon_mol1470	mol1470	0	-33.713341	-31.377607	-2.335734	-2.335734
RNAewa_LIGfilip-balloon_mol1471	mol1471	0	-31.945276	-31.162901	-0.782376	-0.782376
RNAewa_LIGfilip-balloon_mol1472	mol1472	0	-29.786715	-29.404850	-0.381864	-0.381864
RNAewa_LIGfilip-balloon_mol1473	mol1473	0	-25.458418	-25.362900	-0.095517	-0.095517
RNAewa_LIGfilip-balloon_mol1474	mol1474	0	-33.068058	-32.614380	-0.453678	-0.453678
RNAewa_LIGfilip-balloon_mol1475	mol1475	0	-45.171413	-41.664726	-3.506688	-3.506688
RNAewa_LIGfilip-balloon_mol1476	mol1476	0	-28.451067	-27.161283	-1.289783	-1.289783
RNAewa_LIGfilip-balloon_mol1477	mol1477	0	-35.897190	-33.276882	-2.620307	-2.620307
RNAewa_LIGfilip-balloon_mol1478	mol1478	0	-32.750282	-31.580389	-1.169893	-1.169893
RNAewa_LIGfilip-balloon_mol1479	mol1479	0	-35.046688	-33.487564	-1.559125	-1.559125
RNAewa_LIGfilip-balloon_mol1480	mol1480	0	-30.112640	-28.936562	-1.176078	-1.176078
RNAewa_LIGfilip-balloon_mol1481	mol1481	0	-32.291245	-32.161896	-0.129350	-0.129350
RNAewa_LIGfilip-balloon_mol1482	mol1482	0	-33.139595	-35.917046	2.777452	2.777452
RNAewa_LIGfilip-balloon_mol1483	mol1483	0	-31.819023	-29.778212	-2.040812	-2.040812
RNAewa_LIGfilip-balloon_mol1484	mol1484	0	-35.299976	-32.232582	-3.067393	-3.067393
RNAewa_LIGfilip-balloon_mol1485	mol1485	0	-28.596861	-28.571854	-0.025007	-0.025007
RNAewa_LIGfilip-balloon_mol1486	mol1486	0	-45.924294	-44.506924	-1.417369	-1.417369
RNAewa_LIGfilip-balloon_mol1487	mol1487	0	-31.593904	-30.808699	-0.785206	-0.785206
RNAewa_LIGfilip-balloon_mol1488	mol1488	0	-33.160328	-32.371735	-0.788592	-0.788592
RNAewa_LIGfilip-balloon_mol1489	mol1489	0	-31.181400	-30.763210	-0.418191	-0.418191
RNAewa_LIGfilip-balloon_mol1490	mol1490	0	-29.883251	-27.998335	-1.884917	-1.884917
RNAewa_LIGfilip-balloon_mol1491	mol1491	0	-27.716249	-27.798559	0.082309	0.082309
RNAewa_LIGfilip-balloon_mol1492	mol1492	0	-27.834406	-27.074232	-0.760173	-0.760173
RNAewa_LIGfilip-balloon_mol1493	mol1493	0	-30.363607	-30.259026	-0.104581	-0.104581
RNAewa_LIGfilip-balloon_mol1494	mol1494	0	-30.974308	-29.673182	-1.301127	-1.301127
RNAewa_LIGfilip-balloon_mol1495	mol1495	0	-29.401409	-28.268808	-1.132600	-1.132600
RNAewa_LIGfilip-balloon_mol1496	mol1496	0	-30.456045	-29.859810	-0.596235	-0.596235
RNAewa_LIGfilip-balloon_mol1497	mol1497	0	-27.375786	-26.611483	-0.764303	-0.764303
RNAewa_LIGfilip-balloon_mol1498	mol1498	0	-31.516838	-30.403433	-1.113405	-1.113405
RNAewa_LIGfilip-balloon_mol1499	mol1499	0	-29.329193	-28.899879	-0.429315	-0.429315
RNAewa_LIGfilip-balloon_mol1500	mol1500	0	-32.431454	-34.786938	2.355485	2.355485
RNAewa_LIGfilip-balloon_mol1501	mol1501	0	-30.407801	-29.723614	-0.684187	-0.684187
RNAewa_LIGfilip-balloon_mol1502	mol1502	0	-43.424725	-41.338829	-2.085896	-2.085896
RNAewa_LIGfilip-balloon_mol1503	mol1503	0	-28.302427	-27.676022	-0.626405	-0.626405
RNAewa_LIGfilip-balloon_mol1504	mol1504	0	-29.342585	-29.628170	0.285585	0.285585
RNAewa_LIGfilip-balloon_mol1505	mol1505	0	-45.630260	-43.224648	-2.405614	-2.405614
RNAewa_LIGfilip-balloon_mol1506	mol1506	0	-31.577894	-30.082592	-1.495302	-1.495302
RNAewa_LIGfilip-balloon_mol1507	mol1507	0	-30.251255	-30.234827	-0.016428	-0.016428
RNAewa_LIGfilip-balloon_mol1508	mol1508	0	-32.632843	-29.920267	-2.712576	-2.712576
RNAewa_LIGfilip-balloon_mol1509	mol1509	0	-36.371464	-35.090324	-1.281139	-1.281139
RNAewa_LIGfilip-balloon_mol1510	mol1510	0	-30.977299	-30.326149	-0.651150	-0.651150
RNAewa_LIGfilip-balloon_mol1511	mol1511	0	-31.777090	-31.508875	-0.268216	-0.268216
RNAewa_LIGfilip-balloon_mol1512	mol1512	0	-34.336803	-32.368408	-1.968397	-1.968397
RNAewa_LIGfilip-balloon_mol1513	mol1513	0	-31.548103	-31.649548	0.101445	0.101445
RNAewa_LIGfilip-balloon_mol1514	mol1514	0	-27.150782	-26.638084	-0.512698	-0.512698
RNAewa_LIGfilip-balloon_mol1515	mol1515	0	-30.641298	-29.055838	-1.585461	-1.585461
